texts,labels
смотреть обязательно но вот второй раз вряд ли захочется очень тяжелый фильм но впечатление оставляет неизгладимое это как раз редкий случай когда лучше один раз посмотреть и никогда потом не пробовать,8
фильм оставил в полном восторге никогда особо не любил фильмы такого рода но этот просто супер практически весь фильм стёб над укоренившимися в кино штампами но как это сделано а сцена разборки в конце фильма просто высший класс,10
я в восторге от фильма н михалков никогда не халтурит он очень точен в мелочахэто делает его работы интересными в принципе сили это кому как я этот фильм обязательно пересмотрю через год самой интересно как изменится мое отношение к этой работе,9
эсли бы не подпорченный конец был бы шедевр а так ставлю 9 поразил брет питт никогда не любила его как актера но в этом фильме он отлично сыграл молодец хелена картер просто гениальная актриса даже если ее роль в фильме эпизодическая она все равно запоминается тандем питткартер неожиданный но он только приобрел от этого смотреть всем,9
искромётно тупая и многозначительно отмороженная политическая сатира 40летней давности на сегодняшний день будучи окончательно оторвана от актуального контекста и не обладая скольконибудь заметными эстетическими достоинствами не вызывает почти никаких эмоций кроме недоумения и радости по поводу того что форман больше никогда не снимал подобных фильмов,3
почемуто никогда не нравилась эта телеверсия захарова миронов лично для меня никак не вяжется с образом бендера а папанов с кисой вот сергей филиппов вылитый воробьянинов но это все ладно я смотрел американский фильм 12 стульев 70 года снятый по мотивам это вообще за рамками оценочных категорий кто не видел ради интереса найдите и посмотрите,5
просто потрясающий фильм война характеров и логики фильм просто абсолютно другой специально не смотрел михалкова ведь в римейках больше обычно нравится тот фильм что раньше посмотришь просто психологически меняется угол зрения на фильм может и посмотрю михалкова но наверное через годик или никогда нет никакого желания нарушать ауру этого старого фильма,10
полуостров манхэттен опять стал объектом издевательств кинематографистов в фильмекатастрофе монстро теперь небоскребы громит гигантский звероящер происхождение которого не объясняется поскольку его бесчинства сняты с точки зрения ньюйоркской молодежи слабо подкованной в естествознании зато считающей своим долгом заснять происходящее для истории в том что потомков заинтересует любительская видеозапись которую представляет собой монстро сомневается лидия ъмаслова оригинальное название монстро cloverfield позаимствовано у бульвара в сантамонике где расположен офис выпустившей монстро кинокомпании это одна из заслуг авторов додумавшихся до вроде бы давно очевидной вещи что в принципе фильм можно называть любым словом и восприятие его от этого не пострадает потому что содержание очень многих фильмов так же условно и бессмысленно как название содержание в монстро сведено к минимуму поскольку главное здесь стилистика изобразительная бескомпромиссность ручной камеры имитирующей любительскую съемку и придающей обыкновенным для блокбастера спецэффектам чуть менее фальшивый вид чем всегда личности четырех главных героев которых играют естественно никому не известные актеры иначе какое же home video со знаменитостями тоже принципиального значения не имеют самый главный герой он же рассказчик в монстро это камера найденная на том месте где когдато был центральный парк сначала камера показывает проводы своего хозяина в токио где ему предложили работенку когда лучший друг отъезжающего обходит гостей отвальной вечеринки с просьбой наговорить в объектив поздравления и пожелания на дорожку все говорят приличествующие случаю банальности но одна девушка роняет настораживающую фразу мы тут присмотрим за ньюйорком и когда ты вернешься все будет так же весело и безопасно все оставшееся время авторы монстро безжалостно разбивают оптимистическую иллюзию однозначно давая понять что никогда уже в этом городе не будет ни весело ни безопасно самое жестокое но наверное и самое удачное изобретение авторов монстро то что в фильм включены воспоминания о былом веселье и безопасности так что последний день жизни главных героев записан поверх самого счастливого в камере оказалась не чистая кассета а с записями месячной давности дорогими хозяину по романтическим причинам и иногда старые лирические обрывки вклиниваются в съемки с вечеринки а потом и в истеричный снятый трясущимися руками репортаж о начавшемся кошмаре сам по себе кошмар в визуальном плане содержит несколько эффектных моментов когда вырванная с мясом голова статуи свободы катится по бродвею то и людей с поверхностнотуристическими представлениями о ньюйорке это способно впечатлить а уж для аборигенов или постоянных гостей города имеющих к нему личное отношение и хорошо знающих его географию монстро возможно и вовсе не развлечение а болезненное напоминание о пережитой 11 сентября травме тем не менее авторы самито живущие в солнечной калифорнии включая продюсера джей джей абрамса известного культовым сериалом lost не наделяют жителей города особой чувствительностью увидев отвалившуюся от свободы башку мужественные ньюйоркцы дружно начинают снимать ее на мобильные телефоны нечто похожее на катарсис наступает в монстро когда накувыркавшаяся до изнеможения камера долго отдыхает неподвижно и показывает непонятно что то ли кусок чьейто куртки то ли фрагмент железки от гикнувшегося вертолета этот кадр приносит облегчение и умиротворение но и некоторое опасение а вдруг если все персонажи наконец погибли и некому ее подобрать она так и пролежит все оставшиеся 15 минут вот камера живучая блин с уважением сказали в этот момент сверстники главных героев смотревшие монстро рядом со мной камера очевидно японского происхождения так же как и напавший на манхэттен звероящер родственник годзиллы действительно оказывается не только выносливее хладнокровнее отважнее но и умнее людей которые нужны в монстро только для того чтобы ткнуть пальцем в кнопку rec с таким же успехом можно было повесить включенную камеру на шею дрессированной шимпанзе выпустить ее на улицы охваченного паникой полуразрушенного сохо и видеозапись получилась бы не менее цепляющей за живое,6
что тут скажешь классика она никогда не выходит из моды а что касается классических фильмов их никогда не устаешь смотреть,9
я думала никогда этот фильм не увижу в открытой продаже я его не наблюдала предполагалось даже что получится его както с чьейнибудь помощью из архивов вгика выудить если ничего другого не останется но вот удача я случайно натыкаюсь на сайт «мира исскуства» в инете от чего прихожу в невероятнейший восторг ибо программа кинотеатра – это просто песня какаято и более того я вижу о боже этот самый фильм подумалось как много в жизни случайного кстати нередко становящегося судьбоносным речь не о данном случае ничего судьбоносного пока не произошло а вообще фильм просто шикарный думаю после такой дипломки у педагогов и преподавателей начинающего режиссера не должно было остаться и капли сомнения в том кого они воспитали в этом фильме в этом самом начале начал тарковский уже именно тот тарковский талант которого мы так хорошо узнали впоследствии и имя которого теперь золотыми буквами выписано на скрижалях всемирной истории простите за пафос но подругому не могу,10
компания молодых ньюйоркцев провожает своего товарища роба майкл штальдэвид в дальнюю дорогу ему предложили работу в японии молодые люди балуются с видеокамерой записывают прощальные приветы и напутствия фиксируют не всегда то что предназначено для чужих глаз в частности ссору роба со своей девушкой бет совсем недавно они впервые за долгие годы дружбы переспали а потом поехали на кониайленд гулять и радоваться жизни именно на запись этой прогулки по ошибке записывается хроника вечеринки а потом за окном чтото тяжело сотрясается и в половине манхэттена гаснет свет в принципе полноценная рецензия на фильм мэтта ривза «монстро» невозможна любое сказанное о нем слово незамедлительно превращается в спойлер так что читать про фильм можно только в том случае если эффект неожиданности для вас не главное если так знайте на ньюйорк напал неизвестного происхождения монстр больше всего разрушитель манхэттена напоминает гиганта внушавшего ужас героям стивена кинга и фрэнка дарабонта ближе к финалу «тумана» и соответственно «мглы» нечто настолько огромное и необъяснимое что не укладывается в человеческом сознании время от времени с него сваливаются и начинают рвать на куски все что движется не то паразиты вроде блох на собаке не то личинкизародыши своим видом и свирепостью заставляющие вспомнить арахнидов из «звездного десанта» чудовище практически неуничтожимо даже прямые попадания реактивных ракет останавливают его ненадолго в конце концов его вроде бы победили но герои фильма и соответственно зрители этого уже никогда не узнают последние кадры видеокассеты фиксируют взрыв и завал армия применила к остаткам манхэттена тактику выжженной земли а после сбоя снова чудом уцелевшие фрагменты поездки роба и бет на кониайленд «это был прекрасный день» и все конец «данный видеодокумент является собственностью министерства обороны сша» «монстро» очевидно задумывался продюсером джей джей абрамсом создателем телесериала «остаться в живых» и режиссером третьей серии «миссия невыполнима» прежде всего как этакий «фильмконцепт» не путать с концертом в котором важно не только то что происходит на киноэкране но и сопровождающий его антураж странные рекламные ролики из которых нельзя было понять практически ничего в том числе даже то как он собственно называется атмосфера строжайшей секретности во всем что касается сюжета прочие рекламные уловки в духе «ведьмы из блэр» идея сработала но пожалуй не в полную силу всетаки в истории про трех студентов отправившихся в темный лес искать таинственную ведьму упор был сделан на якобы подлинности получившейся пленки и многие в него поверили в данном же случае всем очевидно что место упомянутое как «район ранее известный как централпарк» централпарком пока и является да и у статуи свободы голова опять же пока на месте так что секрет который так тщательно скрывали создатели «монстро» оставался секретом ровно до той секунды как фильм посмотрел первый зритель в следующую же секунду уже никакого секрета нет он испарился растаял перестал существовать так что дальше «монстро» можно смотреть просто как фильмкатастрофу впрочем блистательно придуманный в отличие от классических «годзилл» кстати вряд ли случайно что роб должен был поехать именно в японию где кульминационные битвы проходили обычно в заранее эвакуированных городах и были сняты с максимально общих планов в «монстро» традиционный сюжет о чудовище топчущем небоскребы снят с точки зрения обыкновенного маленького человека который все равно ничего не разглядит изза поднятых гигантскими лапами клубов строительной пыли вообще спецэффектный блокбастер снятый на ручную видеокамеру выдумка отменная и она срабатывает временами становится понастоящему без шуток страшно сознание наполняет самая настоящая паника не хочется даже думать что испытывали при просмотре собственно ньюйоркцы конечно «монстро» вещь принципиально одноразовая второй раз смотреть его стоит разве что для выискивания разного рода занятных нюансов вроде рекламы несуществующего напитка из еще одного абрамсовского сериала «шпионки» или промахов не всегда убедительны например забеги на шпильках по развороченному асфальту но один раз увидеть все своими глазами просто необходимо размер опять имеет значение,8
помоему просто отличный фильм очень сильный и наполненный актеры подобраны просто идеально между прочим я никогда не была поклонницей мадонны или бандераса музыка просто гениальна тут и говорить нечего а люди которые ставят низкие оценки фильму получившему глобус в трех номинациях в том числе как лучший фильм и за лучшую женскую роль и оскара за лучшую песню you must love me имхо либо совершенно не понимают этой музыки либо вообще не в состоянии смотреть серьезные фильмы всем остальным кто не попадает в эту категорию и ещё не смотрел эвиту очень рекомендую,9
бывают в жизни периоды когда пересматриваешь гору фильмов и все какойто тухляк возникает мысль о том что уже никогда не суждено увидеть чтото сносящее голову в такой момент мне и попался фильм тарантино и жить хочется от того что хорошее кино есть насколько я нелюбитель экшн и гонок но доказательство смерти доказывает что экшн надо уметь снимать как это и делает тарантино фильм цельный динамичный масса хорошей музыки и забавных диалогов обязательно к просмотру,9
в целом кино передаёт дух эпохи и действительно берёт за душу тем не менее есть несколько очевидных ляпов которые портят фактическую сторону дела например никогда ни ги де лузиньян ни рено де шатильон не были тамплиерами тамплиеры же не имели ни жён ни замков ни даже меховых плащей балиан де ибелин был не кузнецом во франции а лордом наблуса одним из самых влиятельных баронов святой земли и в европе возможно никогда не был да и был постарше лет этак на 20 чем в фильме в фильме незаслуженно проигнорированы король балдуин v и дважды регент королевства иерусалимского раймунд iii триполийский а зря upd в режиссерской версии все нормально все есть да и де лузиньян был не первым мужем сибиллы ещё непонятны чёрные кресты на золотом поле которые мелькают на знамёнах орден тевтонцев был основан чуть позже в остальном фильм довольно достоверен и как я уже сказал очень душевен можно пересмотреть ещё и ещё,8
на любителя с железными нервами полный сюрреализм вы можете больше никогда его не посмотреть даже под дулом пистолета но равнодушными точно не останитесь,9
красивый добрый великолепный мультик про жизненные цели и приоритеты как добиваться своего и никогда не сдаваться для детей и для взрослых для людей,9
ну вот никогда бы не подумала что об этом фильме единственное что можно сказатьгсовсем не страшно даже странно читать все эти отзывы действительно не страшнои не фильм это ужасов несмотря на то что я всетаки не поклоник кинга но осмелюсь предположить что у него большинство произведений основанно скорее на психологии и страхах внутренних и самый страшный момент для герояэто не чучело с топором внезапно оказывающееся за спиной а когда он второй раз теряет свою дочь и это самое поразительное в фильме для меняи думаю в книге ибо не читала перед нами постепенно из скептического среднего писателя которому все приелось герой раскрывается как тонкая страдающая сильная личность и это сделано сильно кьюсак действительно молодца,8
помню что смотрела этот фильм до 4 часов утра тк его показывали почемуто поздно ночью никогда об этом не пожалела восхищаюсь игрой моники беллуччи ее красотой и непревзойденной женственностью фильм лучше не бывает,10
для будущих зрителей «самого лучшего фильма» у нас есть две новости одна как водится хорошая другая не очень хорошая новость заключается в том что смешные шутки в «самом лучшем фильме» есть плохая новость – они утонули в разливанном море сортирнофекального юмора главный герой вадик в исполнении гарика харламова выкуривает на собственной свадьбе убойный косяк и попадает прямиком на небеса там вместе с корректным пожилым джентльменом в белом армен джигарханян герой будет предаваться воспоминаниям и тщетно пытаться отыскать в своей жизни хоть один хороший поступок идея снять отвязную пародию на российские блокбастеры в духе «очень страшного кино» выглядит чрезвычайно заманчиво и кажется кому еще снимать подобный фильм как не юмористам нового поколения – «камеди клабу» пришедшему на смену неудобоваримым «аншлагам» «смехопанорамам» и петросянам дискуссию о качестве неоюмора отложим в конце концов шутки братьев вэйнс придумавших и снявших две первые части «очень страшного кино» тоже никогда не блистали глубиной и тонкостью – дада тот же сортирный юмор и похабщина но вместе с тем в силу неких загадочных обстоятельств серия «очень страшное кино» дико смешная в особенно удачных местах от хохота складываешься пополам а по щекам текут слезы «самый лучший фильм» производит иное впечатление временами он вдруг становится забавным но оставляет смутное ощущение причастности к чемуто несусветно тупому причин ответственных за постигшую «самый лучший фильм» неудачу главным образом две вопервых российскому кинематографу далеко до голливудского – народных блокбастеров у нас не так много «дозоры» «9 рота» «бумер»… «брат» не считается – вопервых святыня вовторых мягко говоря совсем не новинка поэтому дополнительно в ход идут западные фильмы и отечественные сериалы смогут ли зрители разглядеть аллюзии на «мою прекрасную няню» или «дальнобойщиков» – вопрос открытый наверняка бьет лишь «бригада» вообщето по поводу 90х не пошутил уже только ленивый а одна из лучших пародий на стереотипы того времени – «жмурки» алексея балабанова по прошествии десятка лет эпоха красных пиджаков «распальцовки» и «понятий» незаметно превратилась в анекдот «камеди клабу» повезло пародируя «бригаду» даже не требуется шутить – достаточно надеть черный костюм и зализать волосы аля саша белый чтобы зритель затрясся в угаре создатели фильма на то и рассчитывают но выглядит это в конечном итоге довольно жалко – «бригада» как палочкавыручалочка проверенный способ рассмешить конечно наибольшим потенциалом для пародии обладают оба «дозора» – сам по себе сюжет абсурден до невозможности герои кажется только и ждут чтобы их переиграли а фраза «всем выйти из сумрака» прекрасна и удивительна в своей идиотичности казалось бы пародируй не хочу вместо этого в фильме есть лишь вялый невразумительный разгон вурдалаков которые оказались тихими каэспэшниками и проезд по гостинице «космос» только еще более крутой и эффектный чем в «дневном дозоре» к слову для «самого лучшего фильма» отснято 40 минут спецэффектов которые по факту выступают связками между гэгами пытаясь замаскировать отсутствие сюжета и тут мы приходим к причине провала номер два дело в том что стэндапшоу в котором работает «камеди клаб» и кинопародия – две большие разницы простое зачитывание шуток в кино в отличие от квн обычно не действует кроме того кинопародию от гэга отличает то что в ее основе лежит не глупая гримаса и не клоунада а выворачивание смысла цитируемого эпизода наизнанку превращение его в гротеск но создатели «самого лучшего фильма» этого совершенно не чувствуют и тащат за собой шлейф телекомедии от которой так и не сумели избавиться лучшие эпизоды здесь связаны не с пародией а с паясничаньем и обыгрыванием смешных типажей – полуголубым певцом миланом папашейалкашом военным начальником в исполнении дмитрия нагиева – но ради этого не стоило затевать целый фильм все это мы можем увидеть в комедийных шоу вроде «осторожно модерн» или «33 квадратных метра» единственным удавшимся пародийным эпизодом можно считать лишь финальную битву снятую в стиле «матрицы» но с использованием в качестве оружия резиновых членов не то что бы очень смешно но изобретательно порностудиям на заметку,3
минор обитающий гдето на затерянном греческом острове в догомеровскую эпоху – то ли человек то ли свинья имеющий вполне человеческое обличье но живет в хлеву со свиньями говорить не умеет и только хрюкает и кстати его жена – тоже свинья последнее обстоятельство правда не мешает минору подглядывать за красавицей клитией – дочерью старейшины собирающейся замуж за поэта каркоса однажды в очередной раз шпионя за знойной брюнеткой минор падает с дерева умирает и почти тут же воскресает но уже настоящим говорящим человеком да еще и с имперскими замашками и вскоре на беду всем и вся минор становится правителем острова а по совместительству – любовником клитии надо понимать что все вышесказанное – довольно сдержанный пересказ дико фривольной комедии жанажака анно «миллион лет до нашей эры2» которую в нашем прокате решили связать с комедией алена шаба «миллион лет до нашей эры» хотя к последней фильм анно не имеет ни малейшего отношения впрочем логика прокатчиков ясна – исторические французские комедии вроде «астерикса и обеликса» – такой специфичный и вместе с тем однообразный жанр что все подобные фильмы можно считать сиквелами и римейками друг друга между тем фильм анно в оригинале называемый «его величество минор» больше похож на «американский пирог» правда с поправкой на то что сделан французами действие происходит в доисторические времена и фильм изобилует необязательными отсылками к древнегреческой мифологии в остальном – примерно тот же тип юмора но если вы в состоянии это представить помноженный на сто мужчинами и сюжетом в фильме владеет перманентный спермотоксикоз буквально у всех непроходящая эрекция девственники и девственницы жаждут плотского наслаждения девизом фильма может стать диалог «ну что пришел попрелюбодействовать» – «нет посоветоваться» – «одно другому не мешает» рассказывать кто с кем и как вступил в половую связь – не хватит и целой рецензии поэтому ограничимся лишь перечислением главных фигурантов любовного многоугольника – минор свинья калиста сатир и пень имеющий отдаленное сходство с женской задницей при всем при том «его величество минор» представляет из себя скучнейшее зрелище неприличные шутки присутствующие в астрономическом количестве довольно быстро приедаются и перестают радовать скабрезностью и новизной но единственное светлое пятно заставляющее очнуться от полусна сквозь который доносятся очередные стоны и тягомотный юмор – это гвоздь программы венсан кассель в фильме анно он как бы патетично это ни звучало обрел себя так убедителен и красив как в роли сатира он не был кажется никогда здесь у него рожки и козлиные ноги покрытые кудрявым мехом и это он позволим себе небольшой спойлер неравнодушен к пню в случае с «миллион лет до нашей эры2» самый интересный момент – это личность режиссера ведь жанжак анно известный экранизацией умберто эко «имя розы» с кристианом слэйтером и шоном коннери и слащавым «7 лет в тибете» – про брэда питта и буддистов в тяге к развратной комедии ранее замечен не был в свое время он снял фильм про доисторические времена «битва за огонь» за который получил «сезара» и «оскар» но то была серьезная и основательная драма про первобытных людей для которой писатель энтони берджес сочинил собственный язык а ученый моррис – придумал символику жестов забавно видеть что два известных пожилых режиссера недавно выпустивших свои новые фильмы прошли буквально навстречу друг другу если вуди ален ранее снимавший беспутные комедии вроде «все что вы хотели знать о сексе но боялись спросить» закончил достоевским анно напротив от умберто эко пришел к бесстыжему юмору и зоофилии и сатир его разберет какой из этих путей правильный,3
смотреть фильм стала только изза имени деппули но влюбилась раз и навсегда в гения дикаприо его джек в титанике ничтожные потуги перещеголять любого нашего героя в глупых неразличимых наших же сериалах короче позор так решила я посмотрев титаник но этот больной мальчик в гилберте грейпе идеально гениально дело в том что я сама работаю с детьми с тем же заболеванием что и у киношного арни сомневаюсь чтоб леонардо перед съемками вообще знал о синдроме вильямса но сыграл так что я даже не узнала его и внутренне возмутилась больного ребенка заставляют сниматься стоп да это же дикаприо на фоне мальчика для меня растворились и неземной депп и великолепная люис и осталось такое щемящее душу чувство нежности и тихой радости что даже сейчас пишу и хорошо как никогда,10
знакомая по сказкам история любви впервые рассказана настолько красиво и трогает до глубины души все так ново и необычно ничего похожего и ничего более доброго не видела никогда хочется остаться там навсегда так нарисовать замок может у когото и получится но вот так нарисовать любовь никогда и ни у кого больше,10
никогда не увлекался просмотром сериалов но этот меня зацепил потрясающее сочетание комедии и драмы где в начале серии в можете падать со смеху а в конце грустить и плакать по умирающим пациентам и это за 20 минут вряд ли гдето еще вы найдете такое сочетание а еще его можно пересматривать бесконечное число раз если нет возможности насладиться оригиналом смотрите в переводе mtv это настоящий перевод где главное перевод с сохранением смысла а не слова поэтому получается очень смешно и близко к оригиналу,10
я была в японии и часть эмоций испытанных главным героем мне понятна это действительно страна маленьких людей в смысле роста и под душем не постоять в полный рост и в лифте ты выше всех и культура настолько другая что не понять скучно именно от того что разные менталитеты актера озвучивают по другому с другой интонацией и он сам уже не понимает свою игру это о месте где развивались событияф такие фильмы должны быть история о двух одиноких людях в огромной толпе они находят друг друга живут настоящим понимая что будущего у них нет это счастливые людии несчастные одновременно в чем основные трудности перевода два человека муж и жена говорят вроде на одном языке а друг друга не понимают что герой била в разговоре со своей женой что героиня скарлетт с мужем два человека которые должны быть друг для друга самыми родными общаются как два иностранца друзья близкие тоже не всегда готовы понять тебя помните когда девушка позвонила подруге после посещения храма и сказала я ничего не почувствовала она хотела поделиться ощущениями но осталась неуслышана есть в психологии такая теория курпатов назвал ее иллюзия взаимопонимания другие психологи иначе но смысл в том что ни один человек никогда до конца не поймет другого это иллюзия но вся беда в том что порой люди верят что они понимают другого что они понимают близкого когда гдето на подсознательном уровне у нас выплывает «чтото в моей жизни не так» мы просто грамотно забиваем в себе проблеск истины и живем в своей иллюзии дальше а герои этого фильма сошлись прежде всего именно в том что они осознали их никто не понимает и даже не пытаются мужчина и девушка встретились и попытались понять друг друга для них было важно не поцелуи и секс заметили у них было несколько возможностей переспать но они ими так и не воспользовались для них важнее было просто поговорить расслабиться подурачится как дети полежать рядом посмотреть вместе кино и тут оказалось что душевный контакт стал настолько сильным что расставание оказалось очень мучительным и трудным будут ли они вместе нам не известно но в любом случае они хотя бы попытались быть услышанными друг другом и в этом их счастье,5
